,desc,location,size,value
434,Rustic 5 Bedroom House in Thome.,"Thome, Thome, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
435,"The Paddocks, 5 Bedroom Homes (9 Units) - 3 D Lane, Karen","Three D Lane, Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
436,Elegant 4 Bedroom Mansion - Kitisuru,"Kirawa Rd, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 59000000
437,Kitisuru House,"kitisuru, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
438,Spring Valley 5 Bedrooms House,"spring valley road, Spring Valley, Nairobi, Nairobi",5 Bedrooms,KSh 300000
439,Fabulous 5 Bedrooms Town House,"Spring valley, Spring Valley, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
440,9 Bedroom House for sale in Kisumu Cbd,"Kisumu, Achieng' Oneko Rd, Riruta, Nairobi, Nairobi",9 Bedrooms,KSh 80000000
441,3 Bedroom House in Quiet Location in New Muthaiga - S311,"Thigiri Ridge, New Muthaiga, Thigiri, Nairobi, Nairobi",3 Bedrooms,KSh 88000000
442,Fanciable! Runda Elia  Zagoritis Five Bedroom Townhouse,"Elia Zagoritis, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
443,Golden Rays ! Westlands 5 Bedroom Townhouse,"westlands brookside drive, Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 135000000
444,Runda 4 Bedroom Maisonette,"Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 29000000
445,4 Bedroom  at Niarobi,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 38000000
446,5 Bedroom House for sale at Donyo Sabuk,"Donyo Sabuk, Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 150000000
447,Nyali Estate-Modern Five (5 All En suite) Bedroom Villas,"Mombasa Road, Nairobi, Nairobi",5 Bedrooms,KSh 30000000
448,Newly Built 5 Bedroom Home at Karen,"Miotoni Road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 105000000
449,5 Bedroom House,"Kerarapon, Nairobi, Nairobi",4 Bedrooms,KSh 35000000
450,Spacious 4 Bedroom Maisonette,"eastern by pass Kamakis, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 9500000
451,4 Bedroom House for sale in Runda,"Andrew Zagoritis Road, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 85000000
452,Beautiful 4 Bedroom House in Runda - 3ke1347171,"Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
453,Suburban Splendor! Lavington Five Bedroom Townhouse with SQ,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 73000000
454,"Delightful 4 Bedroom Maisonettes, Syokimau","Mombasa Road, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 12800000
455,Kileleshwa 5 Bedroom Maisonette,"kileleshwa, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
456,Lavington 5 Bedroom (all Ensuite) Villa,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
457,5 Bedroom Town-House Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
458,4 Bedroom Townhouse in Runda,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 38000000
459,4 Bedroom House for sale in Karen - 3ke1320697,"Fair Acres Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 73000000
460,Ruiru 3 Bedroom Bungalows,"Ruiru, Nairobi, Nairobi",3 Bedrooms,KSh 3550000
461,"A Calm and Uniquely Designed 5 Bedrooms Townhouse, Lavington","Off Convent Drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
462,Ultra-Modern And Exquisite Mansion in Ridgeways,"Ridgeways, Ridgeways, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
463,4 Bedroom all En Suite Townhouse,"Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
464,"Modern 4 And 5 Bedroom Maisonette, Syokimau","off Kiungani Road, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 11500000
465,Town House for sale,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 100000000
466,Ultra Modern House near Muthaiga North Estate,"Thome, Thome, Nairobi, Nairobi",4 Bedrooms,KSh 100000000
467,South C Four Bedroom Townhouse,"south c, South C, Nairobi, Nairobi",4 Bedrooms,KSh 18200000
468,Brilliant 3 Bedroom Master En Suite  Bungalow  in Juja,"Juja farm road, Thika Road, Nairobi, Nairobi",3 Bedrooms,KSh 7000000
469,Lavington Sunset Dome! Four Bedroom Furnished Townhouse,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
470,3 Bedroom Maisonette in Embakasi,"Embakasi, Embakasi, Nairobi, Nairobi",3 Bedrooms,KSh 9500000
471,Kileleshwa Splendid Six Bedroom Villa,"kileleshwa, Kileleshwa, Nairobi, Nairobi",6 Bedrooms,KSh 155000000
472,Ruiru Four Bedroom Maisonette with Sq.,"Ruiru eastern bypass, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 17000000
473,4 Bedroom Townhouse at South C,"South C, Nairobi, Nairobi",4 Bedrooms,KSh 20000000
474,18 0405 St Acquire This Elegant Property Loaded with Stunning Architectural Detail. 18 04 17,"Lavington Estate 18 04 17, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 83000000
475,Magnificent 5 Bedroom Double Storey for sale at Runda,"Glory Rd Kitisuru, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 160000000
476,Uptown Urban Lifestyle! Lavington 4 Bed Townhouse,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 63000000
477,Villa at Muhugu Park,"Kerarapon Road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
478,4 Bedroom Villas For Sale in Lavington - Aspire Villas,"Chalbi Drive, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 64000000
479,4 Bedroom Townhouse in Lavington,"Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 85000000
480,House at Niarobi,"Panafric, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 150000000
481,LAVINGTON - 4 BEDROOMS M-ENSUITE MAISONETEE.,"Gitanga road near amboseli., Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 35000000
482,House for sale in Upper Hill - 3KE1307998,"Upper Hill, Upper Hill, Nairobi, Nairobi",5 Bedrooms,KSh 140000000
483,3-bedroom Master-en-suite House in Kiserian,"Kiserian, Nairobi, Nairobi",3 Bedrooms,KSh 6800000
484,"a New and Modern 6 Bedroom Townhouse  in Lavington, off James Gichuru Road","James Gichuru Road, Lavington, Nairobi, Nairobi",6 Bedrooms,KSh 55000000
485,KILELESHWA MAISONETTE - QUICK SALE,"Oloitoktok, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 35500000
486,House at Niarobi,"Mwingi Road, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
487,Three Bedroom in Ruiru,"Ruiru, Nairobi, Nairobi",3 Bedrooms,KSh 6700000
488,New 5 bedroom double storey plus DSQ for sale along Bogani Rd in Karen,"Bogani Rd, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
489,Plot with Two Houses on Kyuna Road,"Kyuna Rd, Kyuna, Nairobi, Nairobi",8 Bedrooms,Contact seller for price
490,4 Bedroom House in Lavington,"Lavington, Lavington, Nairobi, Nairobi",3 Bedrooms,KSh 45000000
491,"Elegant 5 Bedroom Double-Storey , Along Thika Rd","Clay City, Kasarani, Nairobi, Nairobi",5 Bedrooms,KSh 22000000
492,Great Sanctuary! Karen New Five Bedroom Gated Townhouse,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
493,Pelican Haven ! Muthaiga 4 Bedroom Maisonette.,"muthaiga, Muthaiga, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
494,Modern 4 Bedroom Maisonette in Utawala,"Utawala , Nairobi, Nairobi",4 Bedrooms,KSh 7500000
495,4 Bedroom House in Karen - 3KE1358996,"Karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 165000000
496,House for sale,"lower kabete, Kabete, Nairobi, Nairobi",4 Bedrooms,KSh 110000000
497,8 Bedroom House in Karen,"Karen, Karen, Nairobi, Nairobi",8 Bedrooms,KSh 150000000
498,4 Bedroom Maisonatte  in Kileleshwa,"Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
499,"In-Depth Beauty, 5 Bedroom All En-Suite House for sale in Karen","Karen,nairobi, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
500,"Safaricom 4 Bedroom Townhouses at Crystal Rivers Mall and Residences, Athi Rivem Staff Pension Scheme)","Athi River, Machakos, Nairobi, Nairobi",4 Bedrooms,KSh 15000000
501,A SPACIOUS 7 BEDROOM WITH 2 BEDROOM GUEST WING FOR SALE IN KAREN,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 350000000
502,Karen Five Bedroom Townhouse,"karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
503,"5 Bedroom House for Sale, Runda","Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
504,"A New and Spacious 3 Bedroom Bungalow in New Valley, Kitengela","Kitengela, Kajiado, Nairobi, Nairobi",3 Bedrooms,KSh 7900000
505,South C Four Bedroom Townhouse.,"south c, South C, Nairobi, Nairobi",4 Bedrooms,KSh 18000000
506,18 0616 ST Ideal Property for the Most Discerning Buyer 17 06 23,"Riverside Drive, Riverside, Nairobi, Nairobi, Riverside, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
507,The Residences Luxury Apartments & Penthouses at General Mathenge Drive - Nairobi,"Mathenge Road, Mathenge Road, Nairobi, Nairobi",5 Bedrooms,Contact seller for price
508,Bungalow in New Muthaiga,"Muthaiga, Nairobi, Nairobi",4 Bedrooms,KSh 150000000
509,Kitisuru 4 Bedroom House,"Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 69000000
510,High End House at Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
511,Executive 5 bedrooms townhouse with 2dsq in Kilimani,"Lenana road, Kilimani, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
512,Maisonette For Sale in Harambee Sacco Estate Donholm,"harambee sacco estate donholm, Donholm, Nairobi, Nairobi",4 Bedrooms,KSh 9500000
513,An Executive Spacious 4 Bedroom +Sq all En-suite,"Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 47000000
514,Wild Sunset ! Syokimau 4 Bedroom Townhouses.,"syokimau community road, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 12000000
515,4 Bedroom Mansion -Kitisuru Springs,"Kitisuru, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
516,5 Bedroom Town House with Dsq For Sale  in Lavington,"convent drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
517,LAVINGTON - 5 BEDROOMS  TOWN HOUSE.,"Off Gitanga road., Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
518,RUNDA - 6 BEDROOMS - ALL EN SUITE DOUBLE STOREY HOUSE,"pan african insurance road, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 180000000
519,4 Bedroom Maisonette at Ruiru,"Githunguri rd, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 7500000
520,Stima Village House- Syokimau,"Syokimau, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 10150000
521,"An Inviting, Newly Built 5 Bedroom All En-Suite House","Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
522,Exquisite 6 bedroom Mansion For Sale in Garden Estate,"GARDEN ESTATE, Garden Estate, Nairobi, Nairobi",6 Bedrooms,KSh 61000000
523,Beautiful 5 Bedroom Townhouse,"westlands, Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
524,Executive 6 Bedrooms Maisonette In Kiambu,"Kiambu Road, Nairobi, Nairobi",6 Bedrooms,KSh 150000000
525,House for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
526,An Enchanting Old 2 Bedroom Bungalow for sale in Kiambaa,"Kiambaa, Waiyaki Way, Nairobi, Nairobi",2 Bedrooms,KSh 6000000
527,House at Serenity Development - Kileleshwa,"Hamisi Road, Kileleshwa, Nairobi, Nairobi",2 Bedrooms,KSh 18000000
528,Furnished Home for sale,"Linoni Road, South B, Nairobi, Nairobi",4 Bedrooms,KSh 26000000
529,Beautifully Finished 4 Bedroom Maisonette,"Athi River, Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 14000000
530,Runda Fourways 4 Bedroom Villa.,"runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 29000000
531,4 Bedroom Villa in Kitisuru Kihingo Village,"Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 140000000
532,KAREN / KERARAPON - 3 BEDROOMS BUNGALOW.,"KERARAPON DRIVE., Karen, Nairobi, Nairobi",3 Bedrooms,KSh 25000000
533,Secluded 5 Bedroom House – Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 150000000
534,South C Four Bedroom Maisonette with Sq,"south c, South C, Nairobi, Nairobi",4 Bedrooms,KSh 17000000
535,Beautiful 4 Bedroom Townhouse,"Limuru road, Red Hill, Nairobi, Nairobi",4 Bedrooms,KSh 32000000
536,Modern Villa in Karen,"Karen, Nairobi, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
537,Large Family Home in Karen,"Karen, Nairobi, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
538,"The Greenwood, Kitisuru","Kitisuru, Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 155000000
539,Beautiful 3 Bedroom Country Style Bungalow on 1/2 Acre in Karen,"Karen, Karen, Nairobi, Nairobi",3 Bedrooms,KSh 50000000
540,Private Family Paradise! Lavington Five Bedroom Townhouse With SQ,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
541,4 Bedroom House in Lavington,"Kauria Close, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 90000000
542,Kitengela Three Bedroom Bungalow.,"Kitengela, Kajiado, Nairobi, Nairobi",3 Bedrooms,KSh 7400000
543,Ambassadorial Houses For Sale Along Kanjata Rd Lavington with Swimming Pool,"kanjata rd, Lavington, Nairobi, Nairobi",7 Bedrooms,KSh 250000000
544,Exclusive and Opulent 5 Bedroom Townhouse,"Amara Ridge, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 110000000
545,5 Bedroom Town-House for sale in Kasarani,"Kasarani, Kasarani, Nairobi, Nairobi",5 Bedrooms,KSh 35000000
546,South C Five Bedroom Townhouse.,"south c, South C, Nairobi, Nairobi",5 Bedrooms,KSh 35000000
547,West Tides ! Westlands 5 Bedroom Townhouse,"westlands church road, Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
548,Elegant 4 Bedroom Master Ensuite Townhouses for sale in Ruiru,"Ruiru, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 8000000
549,Sparkle in the Woods ! Runda 5 Bedrooms Townhouse,"runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 78000000
550,Prime Property For Sale  – Old Muthaiga,"Old Muthaiga, Muthaiga, Nairobi, Nairobi",3 Bedrooms,KSh 180000000
551,St Modern Living for the New Lucky Owner,"Kitisuru Estate 17 09 29, Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 120000000
552,KAREN - 4 BEDROOMS ALL - ENSUITE HOUSE ON  0.6 ACRE.,"Off Ongata rongai road., Karen, Nairobi, Nairobi",4 Bedrooms,KSh 90000000
553,4 Bedroom Farmhouse on 3 Acres of Land in Redhill - S304,"St Julians Road, Red Hill, Nairobi, Nairobi",4 Bedrooms,KSh 170000000
554,Affordable Bungalow,"Thika Road, Nairobi, Nairobi",3 Bedrooms,KSh 3550000
555,Luxurious 4 Bedrooms House,"Mimosa Drive, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 90000000
556,SOUTH C - MUGOYA - 3 BEDROOMS MAISONETTE PLUS 1 BEDROOM GUEST HSE.,"BELLE VUE ROAD., South C, Nairobi, Nairobi",3 Bedrooms,KSh 18000000
557,4 Bedroom House for sale in Karen - 3ke1331475,"Ndovu Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 185000000
558,Beautiful Hotel for Sale off Museum Hill,"Parklands, Parklands, Nairobi, Nairobi",1 Bedrooms,KSh 400000000
559,6 Bedroom Townhouse Membley,"Membley, Membley, Nairobi, Nairobi",6 Bedrooms,KSh 23000000
560,5 Bedroom Townhouse for sale in Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
561,"3 Bedroom Maisonette, Utawala","Utawala , Nairobi, Nairobi",3 Bedrooms,KSh 9200000
562,"a 3 Bedroom Master Ensuite Townhouse with Dsq in Kileleshwa,off Oloiktoktok Road","Kileleshwa, Kileleshwa, Nairobi, Nairobi",3 Bedrooms,KSh 37000000
563,3 bedroom bungalow master ensuite,"kantafu market, kangundo road, Kangundo Road, Nairobi, Nairobi",3 Bedrooms,KSh 3500000
564,Modern Townhouse Niarobi,"kitisuru, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
565,House at 20 Njumbi Road,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 110000000
566,3 Bedroom Suburban Home,"Loresho, Nairobi, Nairobi",3 Bedrooms,KSh 170000000
567,"5 Bedroom Home  at Wispers Ave, Gigiri","Wispers Avenue, Gigiri, Nairobi, Nairobi",5 Bedrooms,KSh 240000000
568,County cottage! Lavington Five Bedroom Townhouse With SQ,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
569,1.8 acres commercial land for sale in Upperhill,"Kilimanjaro Road, Upper Hill, Nairobi, Nairobi",1 Bedrooms,KSh 1500000000
570,Classic 4 Bedroom in Old Muthaiga,"Muthaiga, Muthaiga North, Nairobi, Nairobi",4 Bedrooms,KSh 190000000
571,"Corner Villas, Brookside Drive - Nairobi","Brookside, Brookside, Nairobi, Nairobi",5 Baths,KSh 52000000
572,4 Bedroom House in Rosslyn,"Rosslyn Lone Tree, Rosslyn, Nairobi, Nairobi",4 Bedrooms,KSh 67300000
573,Prestigious! Karen Five Bedroom Townhouse with SQ,"karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 110000000
574,18 0606 ST Outstanding Townhouse - Excellent Investment Opportunity 17 03 07,"Brookeside Drive, Brookside, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
575,Affordable Luxurious 3 Bedroom Bungalows,"Kangundo road, Ruai, Nairobi, Nairobi",3 Bedrooms,KSh 3350000
576,Ruiru Five Bedroom Townhouse,"Ruiru, Ruiru, Nairobi, Nairobi",5 Bedrooms,KSh 26000000
577,a Wonderful Townhouse  N Lavington,"HATHERU ROAD, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
578,South C Mugoya Estate Four Bedroom Maisonette with SQ.,"south c, South C, Nairobi, Nairobi",4 Bedrooms,KSh 17000000
579,3 Bedroom Bungalow Master Ensuite,"1km off tarmac at joska kangundo road., Joska, Nairobi, Nairobi",3 Bedrooms,KSh 2950000
580,An ellegant double story at niarobi,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 72000000
581,Elegant 4 Bedroom Maisonette at The Royal Ridge Courts,"Ruaka, Ruaka, Nairobi, Nairobi",4 Bedrooms,KSh 18000000
582,Charming 5 Bedroom Townhouse,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
583,House for sale on Lower Kabete,"Lower Kabete, Lower Kabete, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
584,4 Magnificent Town Houses in Lavington,"Njumbi Road, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 98000000
585,Rosslyn Springs - 4 Bedroom Town Houses,"Gigiri, Gigiri, Nairobi, Nairobi",4 Bedrooms,KSh 73500000
586,"Exquisite 4 Bedroom Maisonette Kerarapon Drive, Ngong Sub County.","Kerarapon Drive, Kerarapon, Nairobi, Nairobi",4 Bedrooms,KSh 33000000
587,"5 Bedroom Home on 06 Acres, Muthaiga","Coffee Garden Drive, Muthaiga, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
588,5 Bedrooms Townhouse +2dsq at Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
589,"4 Bedroom House in Windy Ridge, Karen","Windy Ridge, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 78000000
590,5 Bedroom Exclusive Townhouse in Riverside,"Riverside, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
591,7 Bedroom House for sale in Loresho Crescent on Approximately 12 Acre Land,"loresho crescent, Loresho, Nairobi, Nairobi",7 Bedrooms,KSh 85000000
592,4 Bedroom Town Houses in Kiambu Rd,"kiambu road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 38000000
593,3 Bedroom Maisonette with a 2 Bedroom Guesthouse  for sale in Komarock Mukokoa Court,"Mukokoa court, Koma Rock, Nairobi, Nairobi",5 Bedrooms,KSh 11000000
594,5 Bedroom House for sale in Karen - 3KE1344809,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 150000000
595,3 Bedroom Double Storey House on 1 Acre Plot Adjoining Windsor Golf Club - S275,"Kigwa Ridge, Ridgeways, Nairobi, Nairobi",3 Bedrooms,KSh 160000000
596,Rockvilla Gardens,"17380-00100 Nairobi, muthithi rd, westlands, Ruai, Nairobi, Nairobi",3 Bedrooms,KSh 3350000
597,4 Bedroom Townhouse in Westlands,"Westlands, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
598,Kitisuru Four Bedroom Townhouse.,"Kitisuru, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 42500000
599,Real cozy! Membley Beautiful Five Bedroom Maisonette,"Membley, Membley, Nairobi, Nairobi",5 Bedrooms,KSh 16000000
600,3 Bedroom House for sale in Kiambu,"Kiambu, Ruiru Kamiti Road, Riruta, Nairobi, Nairobi",3 Bedrooms,KSh 23750000
601,Scarlet Roses ! Runda 4 Bedroom Maisonettes with Dsq.,"Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 26000000
602,Townhouse for Sale in Syokimau - 3KE1321308,"Syokimau, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 11500000
603,Beautiful all En Suite 3 Bedroom House,"Loresho, Nairobi, Nairobi",3 Bedrooms,KSh 170000000
604,4 Bedroom Maisonette,"kirichwa Greek, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 38000000
605,4 Bedroom Elegant House in Karen,"Karen Plains, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 87000000
606,Magnificent 3 Bedroom Townhouse With Dsq For Sale In Syokimau,"Airport Road, Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 10500000
607,Country Living – Red Hill,"Redhill, Red Hill, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
608,7 Bedroom House for sale in Runda,"Runda, Runda, Nairobi, Nairobi",7 Bedrooms,KSh 150000000
609,"Beauty, Passion, Breathtaking ! 7 Bedroom House","spring valley, Spring Valley, Nairobi, Nairobi",7 Bedrooms,KSh 150000000
610,6 Bedroom Maisonette in Imara Daima,"Imara Daima, Nairobi, Nairobi",6 Bedrooms,KSh 13000000
611,Masterfully Designed and Luxurious Townhouse,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
612,Karen Luxurious 4 Bedroom Townhouse,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 82000000
613,"Spacious And Magnificent 3 Bedroom Villa + Sq, Kiambu Road","Kiambu, Kiambu Road, Nairobi, Nairobi",3 Bedrooms,KSh 35000000
614,"Well Priced 4 Bedroom Home , New Runda","New Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
615,Quality Paradise ! Brookside Five Bedroom Townhouse,"brookside drive, Brookside, Nairobi, Nairobi",5 Bedrooms,KSh 135000000
616,7 Bedroom House in Hillview,"spring valley road, Hill view estate , Nairobi, Nairobi",7 Bedrooms,KSh 130000000
617,4 Bedroom House in Kileleswa,"Loitoktok road, Kileleshwa, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
618,Townhouse in Lavington,"Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 62000000
619,5 Bedroom Contemporary Villa in  Niarobi,"Valley arcade , Nairobi, Nairobi",5 Bedrooms,KSh 65000000
620,Athi River 4 Bedroom Maisonette,"Athi River, Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 16000000
621,Modern Townhouse  at Niarobi,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
622,Lovely 4 Bedroom Home for sale - Runda,"runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 90000000
623,Rockvilla Gardens joska,"17380-00100 Nairobi, muthithi rd, westlands, Joska, Nairobi, Nairobi",3 Bedrooms,KSh 2950000
624,for sale Runda 5 Bedroom  Gated Community Pool Gym 90m,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
625,Eye candy Runda Paradise 4 bed townhouse!,"Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 25500000
626,5 Bedroom Homes for sale,"Mbagathi ridge, Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 120000000
627,Lovely charming house in Spring Valley for Sale,"Spring Valley, Spring Valley, Nairobi, Nairobi",4 Bedrooms,KSh 180000000
628,An Excellent Spacious 4 Bedroom Town House + Sq all En-suite,"Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
629,Secluded Leafy Retreat ! Lavington Five Bedroom Townhouse with SQ,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
630,Townhouse in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
631,Rockvilla Gardens,"17380-00100 Nairobi, muthithi rd, westlands, Ruai, Nairobi, Nairobi",3 Bedrooms,KSh 3350000
632,Luxurious 5 Bedroom House for sale in Karen-3ke1232509,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
633,An Amazingly Newly Built Four Bedroom Villa in a Gated Community off Kiambu Road.,"38654, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
634,Masterfully Designed and Luxurious Townhouse,"kitisuru, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 25000000
635,"Executive 4 Bedroom Maisonette for sale , Sosian Donholm","Donholm, Donholm, Nairobi, Nairobi",4 Bedrooms,KSh 13000000
636,Amazing! Ruiru Membley Maisonette For Sale,"ruiru, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 17500000
637,"4 Bedroom Townhouse, Grevillia Grove, Westlands","Grevillia Grove, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 82500000
638,KILIMANI - 4 BEDROOMS M-EN SUITE MAISSONETTE.,"OFF WOOD AVENUE, Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 28000000
639,Prime 2.2 Acres for sale in Kilimani,"Kilimani, Kilimani, Nairobi, Nairobi",1 Bedrooms,KSh 430000000
640,"Quick Sale - 4 Bedroom All Ensuite, TV room + DSQ","Kileleshwa, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
641,Lovely Luxurious 4 Bedroom Town House  Modernist Bungalow Sitting on a 1/8acre  at Fedha Estate in Pipeline," Fedha Estate, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
642,Beautiful 4 Bedroom Bungalow on 1/2 An Acre,"Dagoretti Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 50000000
